City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Yarkovo,RU,57.4,67.08,35.78,85,97,7.16,overcast clouds
340,Chuy,UY,-33.7,-53.46,62.96,63,46,15.14,scattered clouds
341,Vestmannaeyjar,IS,63.44,-20.27,39.2,80,75,19.46,broken clouds
342,Kiama,AU,-34.68,150.87,61,86,100,1.01,overcast clouds
343,Bathsheba,BB,13.22,-59.52,89.6,62,20,11.41,few clouds
344,Novyy Buh,UA,47.69,32.52,57.2,54,93,13.42,overcast clouds
345,Tukrah,LY,32.53,20.58,70.11,50,57,9.51,broken clouds
346,Winchester,GB,51.07,-1.32,60.8,87,20,9.17,few clouds
347,Northam,GB,51.03,-4.22,57.99,96,100,1.01,light rain
348,Otane,NZ,-39.88,176.63,51.01,83,30,2.24,scattered clouds
349,Hasaki,JP,35.73,140.83,57.2,87,75,10.29,broken clouds
350,Ilula,TZ,-7.68,36.04,69.62,58,8,9.86,clear sky
351,Vao,NC,-22.67,167.48,73.26,83,20,14.88,few clouds
352,North Platte,US,41.12,-100.77,45,81,1,9.17,clear sky
353,Great Falls,US,47.5,-111.3,34,92,90,4.7,fog
354,Slave Lake,CA,55.28,-114.77,23,79,90,14.99,overcast clouds
355,Yar-Sale,RU,66.83,70.83,21.16,97,96,11.5,overcast clouds
356,Srednekolymsk,RU,67.45,153.68,13.57,93,0,4.68,clear sky
357,Touros,BR,-5.2,-35.46,82.4,78,75,11.41,shower rain
358,Amga,RU,60.9,131.96,17.98,97,100,2.01,overcast clouds
359,Isangel,VU,-19.55,169.27,75.2,88,75,9.17,broken clouds
360,Iquique,CL,-20.22,-70.14,68,56,75,14.99,broken clouds
361,Eshowe,ZA,-28.89,31.47,61.14,88,79,5.32,broken clouds
362,Qaqortoq,GL,60.72,-46.03,32,93,90,3.67,light snow
363,Zempoala,MX,19.45,-96.42,82,78,5,0.31,clear sky
364,Konstantinovka,RU,49.62,127.98,42.46,74,73,11.45,broken clouds
365,Wysokie Mazowieckie,PL,52.92,22.52,52,84,100,8.1,light rain
366,Novikovo,RU,51.15,37.89,43.84,63,100,4.85,light rain
367,Shingu,JP,33.73,135.98,61.79,86,74,10.29,broken clouds
368,Fuzhou,CN,26.06,119.31,71.6,73,75,22.37,light rain
369,Auki,SB,-8.77,160.7,77.61,83,55,3.74,broken clouds
370,Camacupa,AO,-12.02,17.48,79.25,37,97,3.29,overcast clouds
371,Nunkini,MX,20.33,-90.18,84.2,79,40,1.7,scattered clouds
372,Piracuruca,BR,-3.93,-41.71,107.33,14,0,8.39,clear sky
373,Souillac,MU,-20.52,57.52,75.2,73,40,11.41,scattered clouds
374,College,US,64.86,-147.8,23,85,90,2.24,overcast clouds
375,Niksar,TR,40.59,36.95,56.77,75,16,2.75,few clouds
376,Hamilton,US,39.18,-84.53,69.01,77,75,9.17,broken clouds
377,Atar,MR,20.52,-13.05,98.6,23,84,2.24,broken clouds
378,Brindisi,IT,40.58,17.67,69.8,43,35,8.05,scattered clouds
379,Port Hedland,AU,-20.32,118.57,73.4,83,0,11.41,clear sky
380,Miraflores,MX,19.22,-98.81,62.6,59,40,3.49,scattered clouds
381,Yerbogachen,RU,61.28,108.01,19.11,97,93,3.62,overcast clouds
382,Comodoro Rivadavia,AR,-45.87,-67.5,57.2,67,75,11.41,light rain
383,Tiksi,RU,71.69,128.87,9.61,93,99,6.24,overcast clouds
384,Zyryanka,RU,65.75,150.85,11.93,93,14,9.86,few clouds
385,Smidovich,RU,48.6,133.82,49.15,83,100,8.81,light rain
386,Plettenberg Bay,ZA,-34.05,23.37,62.98,69,0,7.76,clear sky
387,Ikalamavony,MG,-21.15,46.58,73.58,52,33,10.25,scattered clouds
388,Wad Rawah,SD,15.16,33.14,92.84,11,0,10.29,clear sky
389,Pascagoula,US,30.37,-88.56,82.4,69,40,6.93,scattered clouds
390,Whittlesea,ZA,-32.18,26.82,70.14,29,10,9.15,clear sky
391,Letlhakeng,BW,-24.09,25.03,86.54,22,0,13.49,clear sky
392,Kastamonu,TR,41.5,33.67,52,74,0,3.22,clear sky
393,Bastrop,US,32.76,-91.87,79,69,1,4.7,clear sky
394,Tocopilla,CL,-22.09,-70.2,67.26,50,4,4.81,clear sky
395,Katol,IN,21.27,78.58,78.8,74,20,5.19,haze
396,Hervey Bay,AU,-25.3,152.85,70,73,40,4.7,light rain
397,Tiarei,PF,-17.53,-149.33,73.4,83,20,2.24,few clouds
398,Diamantina,BR,-18.25,-43.6,73.08,72,78,6.49,broken clouds
399,Vanimo,PG,-2.67,141.3,76.57,84,100,5.77,overcast clouds
400,Mataram,ID,-8.58,116.12,78.8,94,75,8.05,broken clouds
401,Murgab,TM,37.5,61.97,68,45,0,6.93,clear sky
402,Pecos,US,31.42,-103.49,64.4,45,1,3.36,clear sky
403,Likasi,CD,-10.98,26.73,75.81,54,83,7.09,broken clouds
404,Tuatapere,NZ,-46.13,167.68,45,78,90,1.99,overcast clouds
405,Teahupoo,PF,-17.83,-149.27,73.4,83,20,2.24,few clouds
406,Casper,US,42.87,-106.31,46,60,90,6.93,overcast clouds
407,Roald,NO,62.58,6.13,42.8,81,75,13.87,light intensity drizzle
408,Matucana,PE,-11.85,-76.4,68.45,35,18,4.21,light rain
409,Dodge City,US,37.75,-100.02,46.4,93,90,5.82,fog
410,Nantucket,US,41.28,-70.1,64.4,100,90,6.93,fog
411,Kibala,TD,9.11,18.35,91.4,55,20,6.93,few clouds
412,Myanaung,MM,18.28,95.32,73.13,93,100,2.95,overcast clouds
413,Acapulco,MX,16.86,-99.89,82.4,78,90,5.82,overcast clouds
414,Daru,PG,-9.08,143.21,76.84,86,19,8.55,few clouds
415,Nisporeni,MD,47.08,28.18,59,54,86,4.7,overcast clouds
416,Mao,ES,39.89,4.27,73.4,69,79,13.87,broken clouds
417,Lasa,IT,46.62,10.7,54,75,65,9.17,broken clouds
418,Pontiac,US,42.64,-83.29,54,81,90,17.22,overcast clouds
419,Davila,PH,18.47,120.58,77,100,40,1.12,scattered clouds
420,Ambilobe,MG,-13.2,49.05,79.47,65,84,1.88,broken clouds
421,Flinders,AU,-34.58,150.86,61,86,100,1.01,overcast clouds
422,Riyadh,SA,24.69,46.72,82.4,17,0,4.7,clear sky
423,Inongo,CD,-1.95,18.27,78.22,77,97,3.62,light rain
424,Moree,AU,-29.47,149.85,62.6,88,75,8.05,broken clouds
425,Ishigaki,JP,24.34,124.16,79.02,86,100,10.69,moderate rain
426,Miri,MY,4.41,114.01,77,100,40,3.36,scattered clouds
427,Wattegama,LK,6.8,81.48,80.6,88,16,5.82,few clouds
428,Juneau,US,58.3,-134.42,28.99,79,20,8.21,few clouds
429,Pudozh,RU,61.81,36.53,29.98,97,72,1.07,broken clouds
430,Kirakira,SB,-10.45,161.92,79.48,80,88,4.79,overcast clouds
431,Havoysund,NO,71,24.66,33.8,86,75,6.93,shower rain
432,Canutama,BR,-6.53,-64.38,98.76,35,100,5.12,overcast clouds
433,La Asuncion,VE,11.03,-63.86,87.8,66,93,14.99,overcast clouds
434,Puerto Leguizamo,CO,-0.19,-74.78,85.57,68,96,2.37,moderate rain
435,Pochutla,MX,15.74,-96.47,86,74,20,3.11,few clouds
436,Viadana,IT,44.93,10.53,66.2,63,20,5.82,few clouds
437,Cartagena,CO,10.4,-75.51,87.8,74,20,8.05,few clouds
438,Port Hardy,CA,50.7,-127.42,41,93,75,6.93,broken clouds
439,Dunedin,NZ,-45.87,170.5,48.99,71,100,3,overcast clouds
440,La Ronge,CA,55.1,-105.28,23,79,75,3.36,broken clouds
441,Sioux Lookout,CA,50.1,-91.92,30.2,92,90,2.24,overcast clouds
442,Iberia,US,29.95,-91.75,77,88,40,11.41,scattered clouds
443,Alice Town,BS,25.72,-79.3,79.74,79,100,22.1,light rain
444,Kudahuvadhoo,MV,2.67,72.89,82.94,78,90,12.97,overcast clouds
445,Flin Flon,CA,54.77,-101.86,26.6,86,90,4.7,light snow
446,Morondava,MG,-20.28,44.28,78.64,71,18,13.65,few clouds
447,West Fargo,US,46.88,-96.9,30.2,79,20,13.87,few clouds
448,Lenti,HU,46.62,16.54,64.4,55,99,8.05,overcast clouds
449,Mildura,AU,-34.2,142.15,62.6,59,25,8.05,scattered clouds
450,Langenhagen,DE,52.45,9.75,63,59,100,12.75,overcast clouds
451,Marica,BR,-22.92,-42.82,82.4,83,20,14.99,few clouds
452,Aripuana,BR,-9.17,-60.63,99.63,34,82,3.33,broken clouds
453,Canar,EC,-2.55,-78.93,64.4,63,75,8.05,broken clouds
454,Poum,NC,-20.23,164.02,74.43,77,0,7.45,clear sky
455,Whitefish,US,48.41,-114.34,33.8,82,90,12.75,fog
456,Viedma,AR,-40.81,-63,68.05,24,67,20.07,broken clouds
457,Ostersund,SE,63.18,14.64,35.6,93,90,2.24,overcast clouds
458,Estelle,US,29.85,-90.11,81,88,75,10.29,broken clouds
459,Ugoofaaru,MV,5.67,73,82.85,77,23,12.64,few clouds
460,San Jose,US,37.34,-121.89,69.01,62,20,3.36,few clouds
461,Shannon,IE,52.7,-8.86,52,81,75,18.34,broken clouds
462,Nicoya,CR,10.15,-85.45,80.6,83,75,6.93,light rain
463,Bubaque,GW,11.28,-15.83,82.6,78,84,9.55,broken clouds
464,Tygda,RU,53.12,126.33,26.2,98,100,13.8,snow
465,Strelka,RU,58.07,93.03,35.29,89,97,4.18,overcast clouds
466,Araouane,ML,18.9,-3.53,95.9,13,0,8.08,clear sky
467,Vestmanna,FO,62.16,-7.17,41,75,5,9.17,clear sky
468,Aranos,NA,-24.13,19.12,95.74,10,13,4.14,few clouds
469,Caxito,AO,-8.58,13.66,80.6,74,75,9.17,broken clouds
470,Egvekinot,RU,66.32,-179.17,31.5,100,47,7.38,scattered clouds
471,Pembroke,CA,45.82,-77.12,43,100,90,6.93,overcast clouds
472,Oparino,RU,59.85,48.28,28.74,98,100,8.48,overcast clouds
473,Pitimbu,BR,-7.47,-34.81,84.2,70,75,16.11,broken clouds
474,Raudeberg,NO,61.99,5.14,44.01,92,100,16.58,overcast clouds
475,Oktyabrskiy,RU,54.48,53.47,31.35,90,88,10.74,overcast clouds
476,Ixtapa,MX,20.7,-105.2,87.01,83,5,2.04,clear sky
477,Makurdi,NG,7.74,8.51,88.95,63,16,2.91,few clouds
478,Batagay-Alyta,RU,67.8,130.41,9.14,93,100,1.32,overcast clouds
479,Qandala,SO,11.47,49.87,83.12,51,0,1.43,clear sky
480,Shimoda,JP,34.67,138.95,55.99,78,97,1.99,overcast clouds
481,Ventspils,LV,57.39,21.56,53.6,93,90,11.41,mist
482,Sobolevo,RU,54.43,31.9,41.59,95,100,8.39,overcast clouds
483,Atambua,ID,-9.11,124.89,74.5,82,2,2.26,clear sky
484,Berezovyy,RU,51.67,135.7,39.69,83,100,3.78,overcast clouds
485,Karaton,ID,-6.34,106.1,81,88,40,3.36,moderate rain
486,Bloemhof,ZA,-27.65,25.61,83.44,23,77,12.21,broken clouds
487,Meadow Lake,US,34.8,-106.54,64,16,1,5.17,clear sky
488,Volsk,RU,52.03,47.38,36.25,75,65,10.09,broken clouds
489,Umm Kaddadah,SD,13.6,26.69,93.6,10,0,14.16,clear sky
490,Kayes,ML,14,-11,98.6,27,4,6.93,clear sky
491,Matadi,CD,-5.82,13.45,86.94,56,74,9.08,light rain
492,Morant Bay,JM,17.88,-76.41,84.2,70,20,13.87,few clouds
493,Botshabelo,ZA,-29.27,26.71,86,25,20,11.41,few clouds
494,Dzilam Gonzalez,MX,21.28,-88.93,87.01,63,1,2.46,clear sky
495,Lloydminster,CA,53.28,-110,17.6,85,75,3.36,broken clouds
496,Bone,DE,51.97,12.14,57.99,85,98,5.01,overcast clouds
497,Agadez,NE,19.75,10.25,92.95,10,0,5.19,clear sky
498,Kalaleh,IR,37.38,55.49,69.8,64,90,6.93,overcast clouds
499,Palmas De Monte Alto,BR,-14.27,-43.16,96.85,27,19,4.63,few clouds
500,Conceicao Do Araguaia,BR,-8.26,-49.26,104.76,24,37,3.04,scattered clouds
501,Korem,ET,12.51,39.52,58.08,60,22,5.57,few clouds
502,Yomou,GN,7.56,-9.27,84.56,62,92,1.14,light rain
503,Warmbad,NA,-28.45,18.73,89.64,10,0,11.88,clear sky
504,Taoudenni,ML,22.68,-3.98,96.58,10,0,8.34,clear sky
505,Talnakh,RU,69.49,88.4,14,85,100,13.42,overcast clouds
506,Iseyin,NG,7.97,3.6,86.58,62,15,2.68,few clouds
507,Okha,RU,53.57,142.95,45,87,100,12.24,overcast clouds
508,Diffa,NE,13.32,12.61,96.78,9,13,11.9,few clouds
509,Meulaboh,ID,4.14,96.13,79.36,82,100,4.5,moderate rain
510,Kargopol,RU,61.51,38.95,31.86,96,100,4.7,overcast clouds
511,Pangody,RU,65.85,74.49,20.93,98,83,8.95,broken clouds
512,Mnogovershinnyy,RU,53.94,139.92,36.46,83,100,5.46,overcast clouds
513,Huarmey,PE,-10.07,-78.15,70,66,7,9.64,clear sky
514,Zhezkazgan,KZ,47.8,67.71,48.96,50,100,18.07,overcast clouds
515,Te Anau,NZ,-45.42,167.72,36.93,86,71,0.94,broken clouds
516,Del Rio,US,29.36,-100.9,75.2,83,75,12.75,broken clouds
517,Ranong,TH,9.97,98.63,79.25,79,100,2.64,overcast clouds
518,Pemba,MZ,-12.97,40.52,80.6,74,20,11.41,few clouds
519,Bafia,CM,4.75,11.23,76.08,88,85,6.51,moderate rain
520,Bandar-E Lengeh,IR,26.56,54.88,78.8,50,0,4.7,clear sky
521,Cherskiy,RU,68.75,161.3,15.85,97,81,3.33,broken clouds
522,Hokitika,NZ,-42.72,170.97,42.58,86,5,4.21,clear sky
523,Astana,KZ,51.18,71.45,51.8,50,45,20.13,scattered clouds
524,Dekar,BW,-21.53,21.93,94.6,10,6,13.44,clear sky
525,Grand Gaube,MU,-20.01,57.66,75.99,69,14,7,few clouds
526,Paungde,MM,18.48,95.5,72.88,95,99,2.13,overcast clouds
527,Gorontalo,ID,0.54,123.06,74.19,81,28,2.06,scattered clouds
528,Nazran,RU,43.23,44.77,44.6,87,0,4.47,clear sky
529,Christchurch,NZ,-43.53,172.63,46.4,100,4,5.82,clear sky
530,Cap-Aux-Meules,CA,47.38,-61.86,46.4,70,20,10.29,few clouds
531,Jeremoabo,BR,-10.07,-38.48,96.58,22,1,11.9,clear sky
532,Nacozari,MX,25.34,-108.26,86,71,0,1.99,clear sky
533,Nenjiang,CN,49.18,125.22,32.99,88,100,14.94,overcast clouds
534,Bundaberg,AU,-24.85,152.35,70,73,40,4.7,scattered clouds
535,Dumabato,PH,16.32,121.7,74.1,90,75,4.03,moderate rain
536,Okato,NZ,-39.2,173.88,48.99,90,86,3,overcast clouds
537,Sitka,US,57.05,-135.33,33.8,50,1,5.82,clear sky
538,Gongzhuling,CN,43.5,124.82,37.54,72,0,7.76,clear sky
539,Santa Cruz,BO,-17.8,-63.17,88.18,47,85,10.2,light rain
540,Upata,VE,8.01,-62.4,90,63,100,1.99,overcast clouds
541,Hameenlinna,FI,61,24.46,41,100,90,12.75,overcast clouds
542,Marsaxlokk,MT,35.84,14.54,71.01,56,0,10.29,clear sky
543,Gurlan,UZ,41.84,60.39,55.4,43,92,9.17,overcast clouds
544,Aliwal North,ZA,-30.69,26.71,79.29,16,38,10.16,scattered clouds
545,Ambulu,ID,-8.35,113.61,77.13,87,91,3.89,overcast clouds
546,Puerto Escondido,MX,15.85,-97.07,82.4,78,20,5.82,few clouds
547,Ulaangom,MN,49.98,92.07,27.79,91,35,1.16,scattered clouds
548,Mandera,KE,3.94,41.87,94.89,31,87,5.12,overcast clouds
549,Wenshang,CN,35.73,116.5,51.24,43,0,3.36,clear sky
550,Adrar,MR,20.5,-10.07,93.54,13,52,5.75,broken clouds
551,Cao Bang,VN,22.67,106.25,63.21,71,0,4.07,clear sky
552,Fortuna,US,40.6,-124.16,53.01,100,90,6.93,overcast clouds
553,Candolim,IN,15.52,73.76,77,100,90,1.12,mist
554,Lerwick,GB,60.15,-1.15,48.2,93,75,31.09,light rain
555,Half Moon Bay,US,37.46,-122.43,61,87,75,1.74,mist
556,Sept-Iles,CA,50.2,-66.38,37.99,74,90,4.7,overcast clouds
557,Pimenta Bueno,BR,-11.67,-61.19,106.45,28,87,0.13,overcast clouds
558,Roebourne,AU,-20.78,117.13,70.74,65,12,15.17,light rain
559,Jodhpur,IN,26.29,73.03,85.75,30,0,8.37,clear sky
560,Jaru,BR,-10.44,-62.47,95.88,41,100,3.33,overcast clouds
561,Monrovia,LR,6.3,-10.8,87.8,74,75,8.05,broken clouds
562,Nanzhang,CN,31.78,111.84,60.85,50,3,3.69,light rain
563,Humaita,BR,-7.51,-63.02,98.78,36,70,4.25,broken clouds
564,Laguna,US,38.42,-121.42,59,76,1,0.56,clear sky
565,Ascension,US,30.22,-90.9,78.8,78,75,8.05,broken clouds
566,Moerai,PF,-22.43,-151.33,76.1,81,98,3.98,light rain
567,Kyabram,AU,-36.32,145.05,48.33,85,3,7.83,clear sky
568,Kangaatsiaq,GL,68.31,-53.46,31.62,95,100,9.89,overcast clouds
569,Saint-Paul,RE,-21.01,55.27,75.2,69,47,9.17,scattered clouds
570,Petauke,ZM,-14.24,31.33,84.97,24,27,9.55,scattered clouds
571,Barra Do Garcas,BR,-15.89,-52.26,96.49,36,94,4,overcast clouds
572,Juarez,MX,31.73,-106.48,73.99,17,5,4.32,clear sky
573,Yalova,TR,40.66,29.28,66.2,72,20,18.34,few clouds
574,Collie,AU,-33.37,116.15,55,63,24,8.43,few clouds
575,Angoram,PG,-4.06,144.07,74.41,97,96,0.96,moderate rain
576,Almenara,BR,-16.18,-40.69,88.61,46,57,6.64,broken clouds
577,Rawson,AR,-43.3,-65.1,65.46,32,94,25.9,overcast clouds
578,Pachmarhi,IN,22.47,78.43,65.17,67,34,2.77,scattered clouds
579,Skegness,GB,53.14,0.34,57.2,93,75,9.17,light rain
580,Svetlogorsk,BY,52.63,29.73,45.05,84,100,5.12,overcast clouds
581,Chaohu,CN,31.6,117.87,60.8,82,97,4.47,light rain
582,Pakozd,HU,47.21,18.53,61,64,80,5.01,broken clouds
583,Marzuq,YE,14.4,46.47,78.33,21,49,7.54,scattered clouds
584,Ancud,CL,-41.87,-73.82,51.8,60,0,6.93,clear sky
585,Awbari,LY,26.59,12.78,86.07,23,36,7.92,scattered clouds
586,Paamiut,GL,61.99,-49.67,34.99,83,100,26.33,overcast clouds
587,Kavaratti,IN,10.57,72.64,81.27,76,99,14.05,overcast clouds
588,Acara,BR,-1.96,-48.2,97.83,36,0,4.36,clear sky
589,Yidu,CN,24.16,115.13,63.46,74,54,5.95,broken clouds
590,Bridlington,GB,54.08,-0.19,59,87,100,3.36,light rain
591,Bandiagara,ML,14.35,-3.61,96.8,28,0,18.34,clear sky
592,Kochevo,RU,59.6,54.31,27.63,96,69,7.67,broken clouds
593,Mitsamiouli,KM,-11.38,43.28,80.87,77,30,6.35,scattered clouds
594,Andenes,NO,69.31,16.12,35.6,59,20,11.41,few clouds
595,Pappadatai,GR,39.31,20.79,72,56,20,8.05,few clouds
596,Manuk Mangkaw,PH,4.8,119.85,83.82,80,41,15.79,scattered clouds
597,Olafsvik,IS,64.89,-23.71,41.34,91,100,23.89,light rain
598,Lazaro Cardenas,MX,17.96,-102.2,85.73,69,58,1.41,broken clouds
599,Kholodnyy,RU,62.72,147.95,8.55,87,46,2.84,scattered clouds
600,Bourail,NC,-21.57,165.48,70.5,83,0,2.66,clear sky
601,Itaguai,BR,-22.85,-43.78,82.4,65,20,13.87,few clouds
602,Parati,BR,-23.22,-44.71,81.03,62,9,5.82,clear sky
603,Luwuk,ID,-0.95,122.79,76.42,65,28,4.16,scattered clouds
604,Eloy,US,32.76,-111.55,69.8,22,1,4.7,clear sky
605,Stornoway,GB,58.21,-6.39,48.2,87,75,27.51,broken clouds
606,Quatre Cocos,MU,-20.21,57.76,75.99,73,40,11.41,scattered clouds
607,Moose Factory,CA,51.26,-80.61,33.8,86,90,5.82,overcast clouds
608,Shestakovo,RU,56.49,103.96,34.03,92,100,4.65,overcast clouds
609,Dargaville,NZ,-35.93,173.88,52.61,91,68,4.29,broken clouds
610,Alyangula,AU,-13.85,136.42,80.6,83,47,4.7,scattered clouds
611,Sakakah,SA,29.97,40.21,86,9,0,4.7,clear sky
612,Zhigansk,RU,66.77,123.37,15.39,97,85,1.32,overcast clouds
613,Bagdarin,RU,54.43,113.6,18.34,85,45,3.33,scattered clouds
614,Fare,PF,-16.7,-151.02,78.87,77,48,12.06,scattered clouds
615,Pasighat,IN,28.07,95.33,72.73,79,0,3.83,clear sky
616,Tete,MZ,-16.16,33.59,98.6,27,40,16.11,scattered clouds
617,Birao,CF,10.28,22.79,84.25,37,2,1.59,clear sky
618,Ta Khmau,KH,11.48,104.95,76.51,95,100,5.23,overcast clouds
619,Bijie,CN,27.31,105.29,48.13,74,33,1.14,scattered clouds
620,Chumikan,RU,54.72,135.31,39.6,85,100,16.28,light rain
621,Bemidji,US,47.47,-94.88,32,92,90,10.29,overcast clouds
622,Yasnyy,RU,51.03,59.87,39.65,68,97,13.42,overcast clouds
623,Rundu,NA,-17.93,19.77,97.47,8,0,6.96,clear sky
624,Lashio,MM,22.93,97.75,65.07,97,58,1.86,broken clouds
625,Piterka,RU,50.68,47.45,39.25,69,81,8.57,broken clouds
626,Koslan,RU,63.46,48.9,28.35,96,100,8.34,overcast clouds
627,Alice Springs,AU,-23.7,133.88,82.4,32,50,6.93,scattered clouds
628,Zabol,AF,32.25,67.25,50.61,33,0,9.33,clear sky
629,Arona,ES,28.1,-16.68,77,53,75,11.41,broken clouds
630,Bulawayo,ZW,-20.15,28.58,73.56,53,0,14.12,clear sky
631,Tahta,EG,26.77,31.5,88.65,18,0,10,clear sky
632,Steinkjer,NO,64.19,11.39,39.99,86,75,4.7,broken clouds
633,Palmer,US,42.16,-72.33,68,82,75,4.7,broken clouds
634,Fort Collins,US,40.59,-105.08,55,86,1,4.7,clear sky
635,Hukuntsi,BW,-24,21.75,94.98,10,55,14.16,broken clouds
636,Yazman,PK,29.12,71.74,80.33,15,0,7.11,clear sky
637,Tabuk,PH,17.42,121.44,74.44,88,97,5.7,overcast clouds
638,Masuguru,TZ,-11.37,38.42,92.68,27,15,11.36,few clouds
639,Acarau,BR,-2.89,-40.12,90,48,9,20.62,clear sky
640,Kendal,GB,54.33,-2.75,57.99,94,100,1.99,overcast clouds
641,Kosh-Agach,RU,50,88.67,30.7,83,6,3.56,clear sky
642,Magdagachi,RU,53.45,125.8,26.98,91,100,11.3,light snow
643,Bukene,TZ,-4.23,32.88,81.86,41,55,5.14,broken clouds
644,Abbeville,FR,50.1,1.83,64.99,73,89,15.75,overcast clouds
645,Kefamenanu,ID,-9.45,124.48,72.03,92,22,1.66,few clouds
646,Sao Luis De Montes Belos,BR,-16.52,-50.37,92.35,38,97,4.25,overcast clouds
647,Hay River,CA,60.82,-115.8,24.8,85,90,17.22,light snow
648,Hailar,CN,49.2,119.7,22.17,91,8,10.25,clear sky
649,Ponnani,IN,10.77,75.93,78.8,83,40,3.36,scattered clouds
650,Urusha,RU,54.05,122.9,20.71,85,3,9.42,clear sky
651,Manokwari,ID,-0.87,134.08,79.57,76,100,3.38,overcast clouds
652,Sergeyevka,KZ,53.88,67.42,37.98,75,57,8.99,broken clouds
653,Praia,CV,14.92,-23.51,91.4,49,0,14.99,clear sky
654,Rabo De Peixe,PT,37.8,-25.58,62.6,72,75,20.8,shower rain
655,Shira,RU,54.49,89.95,38.14,75,9,4.41,clear sky
656,Arman,RU,59.7,150.17,28.76,83,12,5.03,few clouds
657,Labuan,MY,5.28,115.24,80.6,83,20,3.36,few clouds
658,Adavere,EE,58.71,25.9,44.01,94,100,1.99,overcast clouds
659,Thohoyandou,ZA,-22.95,30.48,74.28,50,1,9.28,clear sky
660,Gidole,ET,5.65,37.37,61.41,91,74,2.42,light rain
661,Yushan,CN,31.38,120.95,63,82,81,8.95,mist
662,Salinopolis,BR,-0.61,-47.36,86.07,62,49,13.78,scattered clouds
663,Shache,CN,38.42,77.24,49.44,39,0,6.67,clear sky
664,Makokou,GA,0.57,12.86,78.1,83,93,2.3,light rain
665,Mogadishu,SO,2.04,45.34,79.97,81,1,16.4,clear sky
666,Mayumba,GA,-3.43,10.66,78.75,83,68,8.57,light rain
667,Inhambane,MZ,-23.86,35.38,74.35,80,47,12.44,scattered clouds
668,Barranco,PA,9.52,-82.7,77,94,90,4.7,light intensity drizzle
669,Basco,PH,20.45,121.97,83.77,83,100,19.51,overcast clouds
670,Necochea,AR,-38.55,-58.74,58.06,48,0,16.93,clear sky
671,Adre,TD,13.47,22.2,85.44,14,75,5.95,broken clouds
672,Houma,US,29.6,-90.72,82.99,78,75,11.41,broken clouds
673,Saint-Francois,FR,46.42,3.91,69.8,52,88,18.34,overcast clouds
674,Muriwai Beach,NZ,-36.82,174.45,55,93,30,2.46,scattered clouds
675,Nyakabindi,TZ,-2.63,33.98,74.57,67,63,10.56,light rain
676,Kalemie,CD,-5.95,29.19,76.57,71,98,5.12,light rain
677,Pozo Colorado,PY,-23.49,-58.8,100.13,30,10,5.64,clear sky
678,Siljan,NO,59.29,9.71,50,100,90,4.7,light rain
679,Itoman,JP,26.12,127.67,78.8,94,75,6.93,light intensity shower rain
